fid,date,lg,htid,atid,y,h_f_ts,h_f_sot,h_f_ibox,h_f_corn,h_f_ts_v,h_a_ts,h_a_sot,h_a_blk,h_n,a_f_ts,a_f_sot,a_f_ibox,a_f_corn,a_f_ts_v,a_a_ts,a_a_sot,a_a_blk,a_n,lgm,h_rest,a_rest,h_l5_mean,h_l5_std,h_l5_n,a_l5_mean,a_l5_std,a_l5_n
1183380,2024-11-17,31,610,593,26,12.183578735784513,3.8213132035582213,7.302333522304532,5.1666104940995705,12.183578735784513,11.7067754316742,3.5602231416667713,3.2895774253563936,36,10.526028165463252,3.314625672099702,6.404041398338059,4.672362219893767,10.526028165463252,13.683540206044757,4.2221355710445225,3.2162757831751994,38,25.015626563904636,6,7,10.2,2.9257477676655586,5,12.8,5.5641710972974225,5
1209977,2024-11-17,107,3269,3268,18,10.794545291722676,3.893688431535344,7.169064401184104,2.2808949030133197,10.794545291722676,12.732609576149116,5.056066590553249,3.777747708207107,14,9.381983209691173,3.3534817219991404,5.969424151333249,3.810919147000181,9.381983209691173,16.85153336295406,6.811306478409406,3.614947941290752,15,27.088150242400935,9,9,8.0,1.4142135623730951,5,9.8,3.6,5
1183385,2024-11-17,31,613,612,29,13.402475403797478,3.596638486292602,6.169228905526449,4.376958499798791,13.402475403797478,11.679417919670179,3.0856772239182875,2.9367864783611024,38,12.057804649173887,3.7057050828969054,5.724961198008694,5.900493746304208,12.057804649173887,11.743641928585665,4.6137762438637075,2.2850221421371795,36,25.020287780101302,5,4,15.2,2.2271057451320084,5,14.0,3.3466401061363023,5
1173022,2024-11-17,137,4003,4002,23,13.283931915685274,2.9135727662741098,7.283931915685276,5.456786383137055,13.283931915685274,12.17285446745178,5.17285446745178,3.0864272337258893,5,17.25928170117767,6.456786383137055,5.716068084314725,6.259281701177669,17.25928170117767,10.82714553254822,4.4567863831370556,2.0,5,24.31888678882084,3,3,9.6,4.363484845854286,5,18.2,3.919183588453085,5
1173023,2024-11-17,137,3999,3998,20,15.963881856389438,4.407223628722113,9.185552742555775,4.592776371277887,15.963881856389438,9.850565401054785,3.4433417723326727,2.6288945148884486,5,5.257789029776897,2.407223628722112,4.443341772332673,1.0,5.257789029776897,21.334987341500987,6.963881856389439,5.592776371277887,5,24.3061644256497,3,3,13.6,4.223742416388575,5,9.0,3.7416573867739413,5
1217658,2024-11-17,6,117,138,27,17.368924033628463,5.87884712212127,10.692393447693807,5.312475988829099,17.368924033628463,7.8032695839108435,3.126472762051027,1.4311504379631308,14,9.57577427779281,3.229583670689065,5.279486942374371,2.990350750046982,9.57577427779281,11.156669860214844,5.4176798615446,2.7416609999287993,16,24.58166987011502,7,14,12.8,5.192301994298868,5,9.2,1.7204650534085253,5
1217654,2024-11-17,6,127,126,30,13.29175248194967,4.543384369942138,9.12368208937443,3.957198020004654,13.29175248194967,11.196912148541811,3.9701325499101965,3.2254861143989375,15,11.970237841620927,4.151982928414035,6.1150692604051535,4.317078409962416,11.970237841620927,13.409648101559469,4.886111686412699,3.493973531376428,14,24.601733397618208,8,7,10.2,5.035871324805669,5,16.0,3.03315017762062,5
1172931,2024-11-17,137,4001,4000,23,15.192471898102404,3.9087115893058795,8.030474436873556,7.481167556724854,15.192471898102404,8.36922782732503,1.9738816047214716,3.1897611126274716,12,11.469675569672951,5.96534350819766,7.4870038155741225,3.5129961844258775,11.469675569672951,14.060648860654098,5.01732824590117,3.521660307376463,5,24.2650227831371,3,3,14.8,4.354308211415448,5,10.0,3.40587727318528,5
1172933,2024-11-17,137,3995,3994,31,19.445973832869225,7.281691118371951,11.661473170430082,8.325135372108608,19.445973832869225,7.6655563126129875,1.6956070450276415,1.9831131771230608,9,8.302636814501653,2.480328467612466,4.259289262466889,3.307758683620831,8.302636814501653,15.652818125169658,7.242452019799885,3.6993253659109744,9,24.25305097478082,3,3,17.6,7.472616676907761,5,10.0,3.286335345030997,5
1172934,2024-11-17,137,3983,3982,32,15.803637453828928,9.446465252127181,10.991111777339901,4.455353474787281,15.803637453828928,10.089293050425436,2.4553534747872816,2.4553534747872816,5,5.910706949574563,1.4553534747872816,1.5446465252127182,1.6339395756381547,5.910706949574563,23.080404827765335,8.455353474787282,5.812525676489027,5,24.31630353767933,3,3,14.2,6.705221845696084,5,5.8,1.16619037896906,5
1172932,2024-11-17,137,4013,4012,23,10.025992368851757,3.0,7.01732824590117,3.0086641229505853,10.025992368851757,14.999999999999998,7.98267175409883,3.0086641229505853,5,11.086427233725889,3.456786383137055,4.0,3.629640850588835,11.086427233725889,10.17285446745178,1.5432136168629447,2.543213616862945,5,24.387669045364742,3,3,8.4,4.498888751680798,5,12.4,4.409081537009721,5
1217653,2024-11-17,6,133,121,23,19.566748968140335,6.01774300155937,11.339083067062047,5.934988191474895,19.566748968140335,12.271286667793976,5.089175445869081,1.9523409528012239,14,13.870399841390702,5.922221747343733,9.876344252222664,4.585460837381009,13.870399841390702,14.240191213416056,4.246683723770482,2.3950098947100944,14,24.646151274985247,9,6,15.2,6.4621977685614045,5,16.4,3.2619012860600183,5
1217655,2024-11-17,6,136,134,24,10.62342170836941,2.8218194805942822,6.703842419985661,5.672732480746874,10.62342170836941,12.693546441373861,6.269802532671338,1.3735624111117215,15,9.053500592019656,2.7943145314136855,5.756650576357501,2.505610016082473,9.053500592019656,13.554288065360357,3.5514851321973335,4.381940851279847,14,24.632716995314624,8,8,10.0,3.40587727318528,5,9.8,0.7483314773547882,5
1183383,2024-11-17,31,595,603,20,16.59680500346391,6.372549979407205,9.436537806740503,6.753655764644376,16.59680500346391,11.373909639661163,3.311828971485712,2.9590101790546384,36,9.85319974024982,3.337922183961412,5.002206821646511,4.719814299753724,9.85319974024982,13.749332081829708,4.508984665572335,3.723611924338657,40,25.03904374483366,5,8,12.2,3.3105890714493698,5,13.8,2.7129319932501073,5
1183384,2024-11-17,31,599,598,25,14.250707255017675,4.336251034607155,7.331207122083214,5.069708103437483,14.250707255017675,11.98047389112618,4.081319957517792,2.5122770067815257,36,10.359770242696321,3.345902706094481,4.561308521302745,4.650306213918951,10.359770242696321,14.861469572000189,4.609734216817003,3.645884476764073,36,25.015406661230948,7,5,12.2,5.344155686354955,5,12.0,3.9496835316262997,5
1297957,2024-11-17,55,929,936,53,15.458144259223882,5.8192045351472785,7.9826816881374265,5.365778092703919,15.458144259223882,12.81515355890129,3.8980982428426225,2.3156407384725592,24,9.682017026288419,2.5070930709789847,5.294330732353256,2.966080036634578,9.682017026288419,18.01988422597875,6.111125486718856,4.549349422928355,29,24.81375012026075,18,16,12.2,7.782030583337488,5,7.4,4.758150901348128,5
1172980,2024-11-17,137,3989,3988,16,13.445657292259844,5.422619908383432,9.64890015541106,5.45031284924018,13.445657292259844,8.367234026669937,2.5889388503923194,2.3764650069555193,9,14.481260495085847,3.9870432849306168,8.589451075307219,5.46744963727782,14.481260495085847,9.677599144522208,3.6177120950615818,2.9224813838874786,11,24.37489910151326,3,3,11.8,2.9257477676655586,5,18.0,5.403702434442518,5
1172979,2024-11-17,137,3987,3986,22,3.2767673739364085,1.4553534747872816,2.366060424361845,1.366060424361845,3.2767673739364085,13.633939575638156,5.455353474787281,2.6339395756381547,5,9.815467061648986,3.6199133696488537,5.770450344361249,7.752684873561977,9.815467061648986,15.854277370101599,4.703049299964219,2.977615672890708,9,24.298532339296763,3,3,5.0,3.03315017762062,5,15.4,6.086049621881176,5
1217663,2024-11-17,6,128,122,28,14.676821124253483,5.556032939124869,8.343975213754046,5.18074349818584,14.676821124253483,11.897826012775365,3.9949549200146186,3.494912925676493,15,9.402561179334567,3.717304446420963,6.068871063802696,4.0793970857323,9.402561179334567,14.386785411480387,5.364892170213335,3.664870890274879,14,24.627595176169134,8,8,13.0,3.63318042491699,5,11.4,4.223742416388575,5
1158980,2024-11-17,34,657,659,27,13.173913105352458,3.887146681402931,6.627183857917664,6.080078800066065,13.173913105352458,9.931749260982157,2.8039487447850933,2.7154186659963,30,13.469241359834307,3.714313750762185,7.271837111131999,5.926124215975841,13.469241359834307,12.435671026912162,3.8747657247238436,2.0627662104391384,34,23.670113488340036,8,7,9.4,3.0724582991474434,5,10.6,3.006659275674582,5
1172981,2024-11-18,137,3971,3970,27,17.58489454797357,6.348609887420695,9.664435250260683,4.248649301889181,17.58489454797357,11.205276008166665,3.0826615931789663,4.215799417000058,8,16.352865778174998,4.3232874937582215,11.66929791959216,6.361921529140271,16.352865778174998,8.313659881351056,2.9943192669810714,1.510540883880031,10,24.277762495413924,3,3,16.0,3.8987177379235853,5,18.4,4.223742416388575,5
1172984,2024-11-18,137,3967,3969,32,21.367615619523875,7.2488959031917535,13.109144835734167,5.85328497071667,21.367615619523875,7.870586163860186,2.2511809743498357,2.1651174783608913,12,10.164761454872167,3.56326544506152,7.446184594089139,4.905993775903821,10.164761454872167,10.994434864176315,4.336617393781586,3.340476371029497,10,24.30228066035569,3,3,19.2,8.059776671843954,5,13.8,5.491812087098393,5
1172983,2024-11-18,137,3966,3968,30,7.479530708113995,2.2968016319824653,4.906775215726066,2.4322672106608216,7.479530708113995,13.179008583715191,4.130442875629605,3.344065129435639,8,8.222333302243628,2.9985384719819366,4.720215859381232,5.179568285276931,8.222333302243628,17.26794305814703,4.878974143229669,3.125858695810549,9,24.370992251466102,3,3,6.6,1.9595917942265424,5,9.6,4.498888751680798,5
1172982,2024-11-18,137,3979,3978,35,13.181651303498791,4.996004159709143,7.665733814027104,4.150868229763384,13.181651303498791,16.98259394214266,6.849310349089226,4.490876908737856,8,5.861441333254137,1.5692793333729316,3.784639666686466,2.9849553336105203,5.861441333254137,20.831352000475178,7.215360333313534,6.138558666745863,8,24.420793515679115,3,3,11.8,1.3266499161421599,5,7.4,2.5768197453450252,5
1173024,2024-11-18,137,3997,3985,27,7.923244980207896,2.593254539247379,4.417427669653201,4.39170002218941,7.923244980207896,15.02241824279131,5.7367359017131365,2.8372113820897407,9,8.780406209522322,3.1121624838089286,6.112162483808929,4.224324967617857,8.780406209522322,13.668243725713392,4.224324967617857,2.5560812419044643,5,24.513569634070677,3,3,13.2,4.995998398718719,5,11.2,2.9257477676655586,5
1173026,2024-11-18,137,3973,3972,15,13.566478234657696,3.3878102671482533,8.58171540072238,7.9695256678706325,13.566478234657696,9.418284599277621,4.403047433212937,2.2091422996388106,5,11.84258506726026,5.195762895577291,8.391525791154582,5.6468221716829685,11.84258506726026,7.353177828317032,2.4510592761056773,2.0,5,24.535185238835926,3,3,10.2,4.915282290977803,5,11.8,2.5612496949731396,5
1173025,2024-11-18,137,3975,3974,14,7.902118552211355,3.0,4.902118552211355,4.195762895577291,7.902118552211355,6.902118552211355,1.3531778283170321,1.0,5,8.82133203249056,2.6121897328517476,6.015237166064685,4.806094866425874,8.82133203249056,8.79085770036119,2.7908577003611894,0.40304743321293685,5,24.453006204681696,3,3,9.0,4.1952353926806065,5,9.0,2.9664793948382653,5
1173035,2024-11-18,137,3981,3980,29,4.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,3,11.0,2.0,6.0,6.0,11.0,11.0,2.0,0.0,3,24.36368672696144,36,3,6.0,1.632993161855452,3,10.0,1.4142135623730951,3
1189860,2024-11-18,137,3996,3984,23,13.668243725713392,3.7804062095223214,7.668243725713394,4.1121624838089295,13.668243725713392,12.775675032382141,5.775675032382144,1.5560812419044643,5,9.786686092022652,4.808875938651564,6.191124061348435,3.2133139079773465,9.786686092022652,13.213313907977344,4.808875938651564,4.404437969325782,5,24.402967725535277,3,3,13.2,2.7129319932501073,5,9.4,1.8547236990991407,5
1158976,2024-11-18,34,667,654,20,12.310525583952584,3.8959450812486707,7.8763383691202495,5.003228955219043,12.310525583952584,13.138394742348728,3.469983957651448,3.3234246649922574,22,10.068415427319486,3.5753991129831397,5.412180204577981,2.73728710275536,10.068415427319486,14.769845880270013,4.166649318243394,4.352241773840009,22,23.68718306432627,6,7,8.0,1.4142135623730951,5,10.4,1.9595917942265424,5
1158975,2024-11-18,34,647,656,31,14.005256257289613,3.959241388638666,7.65096119832856,4.638697591283551,14.005256257289613,10.693407522841696,3.2415431942729622,2.2962473110125665,28,6.04824072346811,2.890272228653301,3.434272665312718,2.0694141831258626,6.04824072346811,16.449278939569943,6.1115210086367915,4.1070243363485925,22,23.668269944600155,7,7,16.8,3.655133376499413,5,9.0,5.366563145999495,5
1158973,2024-11-18,34,643,648,18,11.658467955557066,3.5120481526541867,7.135609253958583,5.044261064493502,11.658467955557066,8.664667757284624,2.669897314409985,1.8754230213435807,22,10.540955608384717,3.4829365550538887,5.929578759907132,3.499281028655401,10.540955608384717,11.515468404954571,4.44258616231269,2.858285660388977,24,23.705685565094317,7,8,8.0,2.449489742783178,5,11.0,1.2649110640673518,5
1183381,2024-11-19,31,600,605,21,11.168178941127383,3.1671444915519693,5.918545845336603,5.738607199944566,11.168178941127383,10.938364301540776,4.18329146589735,2.554474075198842,38,9.425762676165947,2.434437339458968,4.8854960373647485,4.162503111051833,9.425762676165947,12.159886531873134,4.013535622519734,3.345260549326215,36,25.015334729273945,6,9,12.2,4.019950248448357,5,9.4,6.086049621881176,5
1158970,2024-11-19,34,662,646,20,15.283045335645358,5.320404775282766,9.612254115956892,7.245655218088787,15.283045335645358,11.52048460697191,2.7807513567083366,3.657550953781884,22,9.149521916609782,3.2720002490192717,6.363385343241743,2.9746710492937836,9.149521916609782,14.58443664417086,3.5450725613208633,5.066039118683722,22,23.676715888668863,10,9,14.0,5.366563145999495,5,8.0,3.1622776601683795,5
1158977,2024-11-19,34,641,644,22,12.31963594110517,3.4364605238067316,7.717854921118065,5.23403372042389,12.31963594110517,10.694587239429364,2.9410337293714144,2.6496900123052973,22,12.548429152305472,2.9826316150562926,5.858669171534353,6.254287088959505,12.548429152305472,11.224938963015378,4.496238473559957,2.215552174672833,28,23.658035226065238,7,7,10.6,3.0066592756745814,5,13.0,6.0332412515993425,5
1183388,2024-11-19,31,596,601,23,15.797516385375797,5.724142755152161,9.510016983297612,7.557142760381997,15.797516385375797,8.585328008854153,3.0588116973917208,1.84441967029092,38,10.952828647573083,3.6280285965538615,5.2100119850195945,4.881543416876818,10.952828647573083,12.346059879706317,3.957560008255547,2.9183371119903954,36,24.9964589078022,6,7,15.0,4.1952353926806065,5,13.4,1.8547236990991407,5
1219015,2024-11-19,45,71,62,24,15.05026433164092,5.438388861310336,9.553013419014631,6.097730471731743,15.05026433164092,10.13615476845296,3.3505379649812825,3.398414665387979,19,11.892978673645375,3.198459862485084,7.417217700427611,4.6748272033124145,11.892978673645375,11.973295240926037,4.453342226746831,2.732809026963893,20,24.59288421061782,3,11,13.2,3.7629775444453557,5,12.4,2.4979991993593593,5
1217031,2024-11-19,4,69,85,20,14.207000435847263,5.339316291423045,10.18111226455477,5.758485810491919,14.207000435847263,8.988404607299907,2.77280947109611,2.307138141074192,20,11.051647675743215,4.545661885215051,5.761100873874794,4.24195868727069,11.051647675743215,11.898026955132702,4.546995809866837,3.3180774390424554,19,23.310795985589653,3,3,15.8,3.709447398198282,5,11.2,4.874423042781577,5
1173028,2024-11-19,137,3965,3964,38,23.22985216624138,9.204975361040228,15.016584536800766,8.811609175760536,23.22985216624138,5.598341546319924,2.0,0.4016584536800764,5,11.380080816041415,4.095020204010353,8.832570714036239,7.095020204010354,11.380080816041415,12.262449489974117,5.35746969398447,2.4524898979948238,5,24.391180994261237,3,3,23.6,7.059745037889116,5,12.2,3.1874754901018454,5
1172938,2024-11-19,137,3992,3990,27,13.890690211922465,3.2186195761550693,8.445345105961232,6.773274470193837,13.890690211922465,5.0,0.44534510596123267,1.4453451059612326,5,9.58171540072238,2.1939051335741264,5.984762833935317,2.403047433212937,9.58171540072238,18.015237166064686,4.612189732851747,5.015237166064685,5,24.505211322144742,3,3,10.0,3.847076812334269,5,12.4,4.454211490264018,5
1172986,2024-11-19,137,4009,4008,28,10.928041681764011,2.643999956850809,6.217992916400226,5.9270382478371015,10.928041681764011,12.570982657768688,3.9339511914870244,3.144975617318107,8,17.77737478370471,4.297959045541952,12.845299475541255,6.124646549164537,17.77737478370471,10.06806856144509,3.183842868663136,2.45826670746304,10,24.525941825265466,3,3,11.2,5.706137047074843,5,18.4,4.882622246293481,5
1172936,2024-11-19,137,4005,4004,25,15.651345121129319,5.453878768968276,9.194105393535379,2.3649972655304916,15.651345121129319,13.720523279281627,3.7368656659414414,4.825747169379225,8,12.04298206319848,3.129047586925401,5.879874924104215,5.0209379115416715,12.04298206319848,16.992208271953853,4.578403322196011,5.22972598462342,9,24.554571689977916,3,3,13.2,3.867815921162743,5,15.0,1.8973665961010275,5
1173027,2024-11-19,137,3977,3976,32,13.061108442848198,5.385557436518481,7.765028068864617,4.532690883966926,13.061108442848198,12.614180636499512,5.466271412998727,4.187336726648233,9,4.401658453680077,1.4016584536800765,2.598341546319924,2.1966830926398475,4.401658453680077,22.631510619921453,6.213267629440611,8.811609175760536,5,24.5582124801686,3,3,13.2,6.584831053261731,5,5.8,2.2271057451320084,5
1172935,2024-11-19,137,4011,4010,25,8.883364151683407,1.7667283033668164,3.356881621213452,1.678440810606726,8.883364151683407,11.890301054366377,2.526482530469956,3.696083439726461,8,12.23593132519641,3.7115845565387087,8.497212222436756,5.737600534571178,12.23593132519641,14.762649089936353,4.206361410262226,4.5052231462764825,8,24.618546150399936,3,3,9.2,1.7204650534085253,5,13.4,4.029888335921977,5
1172937,2024-11-19,137,3991,3993,31,18.418284599277623,3.8060948664258736,12.209142299638811,9.015237166064685,18.418284599277623,11.193905133574129,3.0,2.1939051335741264,5,14.309837026013188,5.6188460452707885,9.480528308381498,5.298540947383985,14.309837026013188,13.97055866235125,4.792737447759164,3.4833743155706385,10,24.621613884203118,3,3,12.6,5.851495535331117,5,20.8,8.304215796810679,5
1173036,2024-11-19,137,4007,4017,17,12.999999999999998,4.0,7.0,3.0,12.999999999999998,10.0,1.0,5.0,3,6.0,0.0,2.0,5.0,6.0,7.0,2.0,0.0,3,24.67250099052347,37,3,9.0,2.943920288775949,3,7.0,0.816496580927726,3
1172985,2024-11-19,137,4015,4014,20,10.017328245901169,2.008664122950585,5.0173282459011705,3.504332061475292,10.017328245901169,11.999999999999998,4.504332061475293,1.9913358770494145,5,13.802507304180574,3.372144944051594,8.957152921306648,5.952516627584588,13.802507304180574,8.79383559912852,3.3092912342521434,2.319594991001225,11,24.611773850742782,3,3,7.6,2.5768197453450252,5,16.0,8.648699324175862,5
1180690,2024-11-20,30,581,589,21,16.168947323613263,6.2982846799591385,9.513688743829075,5.926620032041262,16.168947323613263,11.961076621868944,3.7706228580419796,3.33318933256984,55,11.007186670564609,3.7032907420066596,6.429939328989752,3.7989064732061437,11.007186670564609,13.143330074097321,4.791054627956306,3.243853218322473,46,26.711226143021012,11,11,9.2,3.370459909270543,5,13.0,8.0,5
1217635,2024-11-20,6,137,134,26,14.250402572151906,5.163013222663736,9.02288828221712,5.582745993085213,14.250402572151906,10.58787920557836,3.605968443148593,2.5713442297237914,15,10.157542710101284,3.203827673429954,6.544481561281432,2.968724768514819,10.157542710101284,12.70872742588792,3.2634324790305733,3.7540411603014974,15,24.654675446609616,4,3,10.4,5.0039984012787215,5,11.0,2.0976176963403033,5
1297938,2024-11-20,55,929,930,31,18.93908133742852,7.546888986701789,9.829015822327134,6.0230810707722355,18.93908133742852,12.841371577513693,4.479898660401035,2.2708712816903853,25,8.155352815236963,2.437244563558891,5.047079863137731,2.753424844408826,8.155352815236963,14.49218571231569,5.185611872781642,3.4373082621103426,31,25.073509527828097,3,29,15.4,13.305637902783918,5,8.8,4.621688003316537,5
1180692,2024-11-20,30,585,587,31,19.393318193090163,5.957606330121291,12.0565218912864,7.151180739487278,19.393318193090163,10.02033489566734,3.7066988797328646,2.4246947019206386,51,13.503889718347379,4.250331425576948,7.103125325262548,4.175340556059215,13.503889718347379,12.92415369845516,4.7616971353244155,3.1505501783191843,38,26.67921645033362,4,11,15.0,6.603029607687671,5,13.2,1.9390719429665315,5
1180694,2024-11-20,30,575,591,27,15.545295961572599,4.997378469032632,8.139904001730818,6.056327267417846,15.545295961572599,15.020693298058585,4.446446719115309,3.7084352443798774,35,10.626782328688813,3.88429661110507,5.803687288865687,4.641277583230899,10.626782328688813,14.232420820370693,4.313836276261802,3.8954843330656974,35,26.703298162725368,11,11,10.0,4.33589667773576,5,10.6,1.0198039027185568,5
1180691,2024-11-20,30,578,579,28,15.01675774507995,4.660363146720272,8.249631244460044,5.360432275464317,15.01675774507995,12.540800403731367,4.4852951596421144,3.084528423060651,51,11.647603267244863,3.6137336359198935,6.888750330010573,4.526468239794937,11.647603267244863,13.124680660393944,3.7160091532026396,3.73849451794117,49,26.7049426529179,11,10,13.4,4.923413450036469,5,12.0,2.449489742783178,5
1158968,2024-11-20,34,642,653,20,15.185012263327971,4.410205379258027,8.904665493818332,6.147958929335785,15.185012263327971,8.854540842167983,3.5124214448513777,1.8646353570861525,22,10.699241721554804,2.25841351764956,5.755043660987056,3.5758015726536465,10.699241721554804,11.972283740989635,3.943351312815328,2.781194428415075,22,23.64965366370425,11,10,13.8,6.177378084592201,5,12.6,2.244994432064365,5
1180687,2024-11-20,30,574,592,28,15.439660791745956,4.854370052121033,9.567518337390652,5.875990588171275,15.439660791745956,9.628931719270412,2.9380402275171353,2.9946669855075623,39,14.072061226812261,5.045629612011714,7.679454544607318,5.305893446785862,14.072061226812261,13.509789034944045,4.678877216526529,3.694758171423499,45,26.712081031741366,11,11,12.6,5.851495535331117,5,18.8,7.19444229944198,5
1180685,2024-11-20,30,584,576,22,13.200671879589784,4.679625838532308,8.1370904814833,5.4590160748610295,13.200671879589784,13.195903486290439,4.744275682040182,3.586190668917846,45,10.391229315568921,3.5708008113386804,5.885948345495268,3.5229873438331607,10.391229315568921,18.860608194996292,6.67240402942087,4.792191522555322,39,26.71914114820962,11,11,9.4,2.870540018881465,5,16.8,6.584831053261731,5
1180693,2024-11-20,30,586,588,24,13.451994737248958,4.172400389118945,7.122377710464114,5.422352025141551,13.451994737248958,10.246106716331257,3.5741179120673907,2.3810261769269068,43,12.163563095447495,4.251033527339392,7.121321819601635,4.80695729882028,12.163563095447495,14.05777171304428,4.325062382896212,3.676373332061664,53,26.69341278971375,11,7,8.6,3.7202150475476548,5,15.0,5.796550698475776,5
1158974,2024-11-20,34,665,660,17,16.081229123589754,5.101065512138824,9.08114853171356,6.653871974099647,16.081229123589754,9.370143302106621,2.178286874483334,2.506372303988004,22,10.916669356555872,3.684076293639957,5.377854990469384,3.0521724743762064,10.916669356555872,16.31807757544015,5.194077726415912,3.8128927317233163,34,23.631191230730504,9,9,14.4,6.086049621881176,5,13.4,3.97994974842648,5
1158981,2024-11-20,34,655,645,20,15.34338334682117,5.4101113029605505,10.233004043449187,5.317562119080626,15.34338334682117,9.479018550880147,3.2164292981409566,2.650712783248983,28,10.718370534379105,3.4634398170529046,6.0473554924407225,3.849189659596553,10.718370534379105,12.512172395782237,4.919767413277434,2.6269372307501695,32,23.597814990609763,10,11,11.2,1.7204650534085253,5,10.4,2.5768197453450252,5
1297956,2024-11-20,55,933,937,25,17.280215290251988,6.350889080894703,10.415743752013364,4.880911904614361,17.280215290251988,10.435808957059244,3.2171964456724207,2.320994235675932,30,8.076951357934188,1.9286127043151362,3.9506047044423065,3.05515986476905,8.076951357934188,14.057369905244382,4.92526474611272,2.706107602554174,20,25.128565439950513,24,21,14.2,5.878775382679628,5,8.4,4.223742416388575,5
1315945,2024-11-20,32,630,638,21,15.141863574353902,5.284865928443429,9.22966991826669,5.673437609810221,15.141863574353902,9.093592018296377,2.3651395832525948,2.537603182777753,49,10.696242497273811,3.366874963705449,5.684314053875589,3.3621644712867953,10.696242497273811,13.117493602322174,4.062037874168647,3.344819463597353,38,23.861574444364912,5,5,12.2,2.9257477676655586,5,12.8,2.481934729198171,5
1297915,2024-11-21,55,940,926,27,13.55199685359129,4.806730665947858,7.8962551063643325,4.918087774142473,13.55199685359129,12.899165427865787,4.424354575938993,3.025878950171809,32,10.617685075035144,3.8055533047055103,5.162742845026864,4.242660836330439,10.617685075035144,17.144496736541686,5.9416627418833485,3.370195609441342,22,25.127382085829506,23,20,10.4,5.083306010855534,5,11.8,3.370459909270543,5
1180686,2024-11-21,30,582,590,30,14.897999551451523,4.842672075812125,7.355876659699832,4.567930197169144,14.897999551451523,10.354595938766453,3.787519063244651,2.732474931258409,55,11.394351768032235,3.8890036515673136,7.461384131306051,4.170050077520968,11.394351768032235,15.488448597439431,4.289850851443647,4.5728122958687765,53,26.678808154173577,5,12,14.4,2.727636339397171,5,19.4,6.499230723708769,5
1158971,2024-11-21,34,663,666,12,13.34471710299636,4.794563781123987,8.774815827580893,6.012130757482601,13.34471710299636,10.636750926050548,3.4409900086527205,1.7236920490610572,32,10.557106671967544,2.843932181256672,6.147052252546183,3.338358180228987,10.557106671967544,12.899192272394115,5.162083113477922,2.2260829041123675,22,23.579797086587984,10,12,12.4,5.425863986500215,5,13.4,6.374950980203691,5
1315946,2024-11-21,32,634,639,37,15.619064537790717,6.531005899950711,7.872107021619249,6.729797859155127,15.619064537790717,9.6050430788019,3.3325240506002793,2.2301776211664124,38,10.650670848793471,3.2114603916610753,5.559593714494224,4.34753677160669,10.650670848793471,11.860016951046427,3.8540336800065225,2.98799040976509,46,23.846146568705976,6,6,15.8,4.874423042781576,5,13.2,4.791659420284375,5
1316121,2024-11-21,21,473,470,26,14.674222740225238,5.210565109027698,7.792890653636111,8.0216083839294,14.674222740225238,7.16204444524953,2.754901891356391,2.110966953271686,13,13.146376900758906,4.527078068594175,7.391716190815322,5.925115008314455,13.146376900758906,13.143493915075167,4.142534453974813,3.739192713651072,30,26.708057318503855,33,11,14.0,3.5777087639996634,5,13.2,6.013318551349164,5
1220387,2024-11-21,26,563,559,31,16.520886410420594,4.481069640471119,9.169040921931492,6.521911079507591,16.520886410420594,13.07583802728462,5.358429466758364,3.180347453211434,15,11.186179604645007,3.22808767188182,5.5095306579705055,3.41706468294446,11.186179604645007,14.500889099104366,4.6724639146575555,4.444380620778193,20,25.018215725405117,13,11,12.4,6.468384651518491,5,13.2,5.230678732248808,5
1158978,2024-11-21,34,649,658,22,11.996666806692406,2.789135178210858,6.873247297074379,3.4989101555189466,11.996666806692406,13.08834298599406,5.965435865162382,1.9460300916767728,22,8.981044538332185,3.0089004435750226,5.518764024430141,3.81181980267123,8.981044538332185,15.99302585678686,4.806999846608677,4.5567117234062495,30,23.52176169569132,11,9,10.2,4.534313619501853,5,9.6,3.3823069050575527,5
1297920,2024-11-21,55,939,1940,33,19.427684522094502,5.641576701152723,7.436656555944862,5.269939369334927,19.427684522094502,9.266774964336568,3.0517782882648357,2.0189109439559707,37,7.998621988538653,2.2079459896776394,3.1132785552702513,3.205445167930159,7.998621988538653,10.571297916068442,4.243390630397662,2.0270817099846155,24,25.144559042088332,22,22,10.6,3.878143885933063,5,9.6,2.870540018881465,5
1158969,2024-11-21,34,650,664,27,11.140708272689498,4.593394498514134,6.444750519427099,4.494300773331827,11.140708272689498,7.057057008428165,2.2466371327242256,1.3420022587213891,22,11.654727266152236,3.754186294673619,6.481078777854802,4.125363615215326,11.654727266152236,12.27771683023045,3.1880486385909004,3.4354266519510244,22,23.514172994356095,11,12,12.8,4.791659420284375,5,11.8,1.9390719429665315,5
1158972,2024-11-21,34,651,640,32,13.1124402529301,3.7159641292562506,6.506830889919551,3.2985721565712462,13.1124402529301,9.752101788768847,3.0701022148310755,2.223480415502513,30,7.916324208130082,2.6377403953649616,4.919308593366336,2.9188358059061006,7.916324208130082,18.8556914759634,5.697681136533876,4.527816401005184,22,23.531469815348544,11,10,13.6,2.5768197453450252,5,7.4,1.7435595774162693,5
