fid,date,lg,htid,atid,y,h_f_ts,h_f_sot,h_f_ibox,h_f_corn,h_f_ts_v,h_a_ts,h_a_sot,h_a_blk,h_n,a_f_ts,a_f_sot,a_f_ibox,a_f_corn,a_f_ts_v,a_a_ts,a_a_sot,a_a_blk,a_n,lgm,h_rest,a_rest,h_l5_mean,h_l5_std,h_l5_n,a_l5_mean,a_l5_std,a_l5_n
1326554,2025-07-19,38,708,703,30,11.51929586008842,4.4285589885501935,6.650187772247357,5.607379689411995,11.51929586008842,12.93543013396685,4.061744072184705,4.771199888184887,44,13.923796212862545,5.322074878171746,9.500876926208404,4.278023558664334,13.923796212862545,14.434593959874553,4.964281274146849,2.9796740233022105,49,25.381606439987305,3,2,14.8,1.9390719429665315,5,18.2,5.706137047074843,5
1326552,2025-07-19,38,695,707,24,14.753449723753786,5.806923925412775,10.12793869232205,5.782709297247096,14.753449723753786,9.051006456174202,2.9704939731303885,2.378436929802744,50,11.378276001464451,3.964091461426401,6.60587590789659,4.622738914045497,11.378276001464451,14.403024415666192,5.604517561057548,4.4946088828057364,43,25.398509825910622,2,3,13.4,5.571355310873648,5,9.2,1.6,5
1326553,2025-07-19,38,704,706,27,11.983398403755015,4.7098587174281645,7.267554664572168,4.444191912432025,11.983398403755015,12.867533797798153,5.650496040766085,2.8077980985895437,45,12.881153168450988,6.10645592886418,7.2946984697379955,4.208778850517921,12.881153168450988,14.262800757569215,5.101978614197677,3.6233450753147567,41,25.39340992582212,3,3,10.2,3.3105890714493698,5,14.8,1.9390719429665317,5
1351186,2025-07-20,30,579,581,25,13.759937453544074,3.900556370000612,8.5288304498922,5.5652919572875845,13.759937453544074,10.805359051904102,3.3551540152816908,3.2717002483943602,60,9.76181114196019,2.7066107866514106,5.351519996454267,4.296961300905969,9.76181114196019,13.708553338976001,4.039610686965857,3.722841850796873,67,26.298279849395062,3,4,10.8,3.059411708155671,5,11.4,3.2619012860600183,5
1374090,2025-07-20,34,641,652,23,14.142592642252326,3.910729278969236,9.292816494807782,6.6222641713271955,14.142592642252326,7.885164111762594,2.605364856150565,1.6573060719650297,40,12.673741431019431,4.47808692096942,7.520962366732251,4.8815824911233525,12.673741431019431,11.865197386345434,3.799728261193265,2.8733401942925294,53,23.415347252150358,8,6,13.6,2.4166091947189146,5,17.2,5.075431016179808,5
1338457,2025-07-20,39,720,732,26,11.813320848205523,4.868427407209372,7.31136794370193,4.4890782137833805,11.813320848205523,8.824716331540321,2.82157359773864,2.630178452592074,35,9.964337157112581,3.4161677411351765,5.41494953653147,3.430080215289262,9.964337157112581,15.984195509727078,4.977733438091752,3.638719002401509,46,24.416108528506523,7,7,10.4,4.317406628984581,5,13.2,2.7129319932501073,5
1378283,2025-07-20,55,940,929,24,12.563656658469004,4.3024480547996315,7.369262303001418,5.214149332492913,12.563656658469004,13.011117420935946,4.126440159073632,2.8763455804868485,32,8.765119713373045,2.492884545595094,3.524555761949853,2.292671861514232,8.765119713373045,17.607152292085814,5.664829788934713,3.7310634952505617,37,26.589264593705813,8,7,12.6,3.2619012860600183,5,13.6,3.8781438859330635,5
1326560,2025-07-20,38,697,712,39,14.044858189256532,5.558846400923686,9.283796332221979,5.4922740083093275,14.044858189256532,10.510672857082257,4.245453134778814,2.777955640395495,48,13.938878058547019,4.913423359868019,8.795255998387665,5.172405150153054,13.938878058547019,13.127136199151204,5.236972701182368,3.139011839574575,45,25.39722764712694,3,3,11.2,3.3105890714493698,5,15.2,4.707440918375928,5
1326556,2025-07-20,38,711,715,32,11.07209329699409,3.930845389314263,7.153634592268082,3.4491711361757917,11.07209329699409,14.958148044393084,5.042749201197049,4.129978001914192,42,11.241404927685688,3.8853648026728735,6.874748571938616,4.066577941736726,11.241404927685688,17.712325159170593,6.492573839591144,4.982803796287137,44,25.446775302006508,3,7,12.6,2.244994432064365,5,14.4,4.758150901348127,5
1326557,2025-07-20,38,698,705,23,15.058537052227162,4.6794186870754935,9.849243359894649,6.265075237638624,15.058537052227162,10.264777253731133,3.681511419105041,2.5078906400175196,46,13.455006493889211,3.906809433167606,7.8538927799819485,5.220443338655612,13.455006493889211,11.864374735086276,3.680595175978516,2.9858589661475885,48,25.470558579537375,3,4,13.6,4.454211490264017,5,12.4,4.17612260356422,5
1326558,2025-07-20,38,713,710,28,13.918151518671873,4.926844829587424,9.207441083478843,5.65277957098759,13.918151518671873,12.757704670852684,5.412882355534609,1.8741493941572192,42,11.474456717882324,3.6370584366596685,7.2768950866817015,4.227113298767316,11.474456717882324,13.91101598279065,4.739986772193041,4.259153106574853,48,25.461624732935395,7,3,14.2,6.273754856543249,5,12.0,2.0,5
1326559,2025-07-20,38,702,718,17,13.789471898647468,6.0291440712768045,9.496549180247062,4.963314236820282,13.789471898647468,11.823505873062928,3.7004003261220233,3.3526308064540964,43,8.790560736773852,3.238132344877064,5.705156711036859,3.050716835644378,8.790560736773852,12.303184873356363,4.87758050138851,3.068697973181338,42,25.470770740003278,3,3,10.4,2.870540018881465,5,10.8,3.655133376499413,5
1379495,2025-07-20,36,682,676,27,15.766302819180193,5.25730336853335,9.44386035011508,5.918857001239469,15.766302819180193,11.158799620627564,3.793517306379644,2.710090858233523,44,11.222747652973977,3.582229301885931,5.6203143871068395,4.436106567674407,11.222747652973977,13.09994462709494,4.433220033831601,3.0056282825340834,39,25.34633287469027,63,8,12.6,6.529931086925803,5,9.2,2.7856776554368237,5
1379494,2025-07-20,36,687,680,24,12.009455089471313,4.121515859891062,7.717993440537974,4.38822634403609,12.009455089471313,11.441546259638475,4.021486346481174,2.212901071125662,39,11.584100528678045,3.960865547961478,6.866139078411215,5.423281746757777,11.584100528678045,13.358816505370278,4.921508549995758,3.7996227812703256,37,25.359552134893836,6,91,10.6,4.029888335921977,5,14.0,4.0,5
1392360,2025-07-20,32,625,631,24,12.421976086221221,3.8333562955609217,6.146671721247002,6.45286542911411,12.421976086221221,11.49284549846241,3.3718118550616545,3.0859599204151955,40,11.48380733615385,3.841783218334551,5.866367903730325,5.406068464541575,11.48380733615385,12.280601160456307,4.1107491211590865,3.1110539876962275,51,24.560319363436115,8,7,8.8,3.1874754901018454,5,13.6,4.715930449020639,5
1326561,2025-07-20,38,691,717,31,14.287655336490172,4.684872468192765,8.189062825470423,5.683390782418041,14.287655336490172,12.328447565318035,3.870299431859016,3.0170935706810083,43,13.501636011013268,5.76651944852597,8.252620089275252,4.054097613305923,13.501636011013268,13.610852382750801,4.655142818185409,4.256783046838383,48,25.440359324073167,3,4,16.4,3.7202150475476548,5,12.2,2.0396078054371136,5
1326562,2025-07-20,38,701,693,19,16.977811161413577,6.615405560116163,10.853080607397581,5.596461550515624,16.977811161413577,9.63018222807114,2.507640889139159,2.870376379276325,49,11.42576121576837,3.891077495651416,6.472778410106794,5.049372005217158,11.42576121576837,13.069452981159493,5.297469773665525,3.3195807939543185,48,25.460247916261437,3,3,15.8,5.491812087098393,5,13.4,1.4966629547095764,5
1326563,2025-07-20,38,716,692,30,13.580680433593116,4.949095245824137,9.458403974942204,5.972101054374607,13.580680433593116,13.664464436080799,4.872228839845525,2.862705100427754,42,11.067889664827417,4.312656264803565,7.459611742143467,4.550452083915969,11.067889664827417,15.366481266943074,4.842639364248166,4.1001580685111625,46,25.437219945608803,3,3,10.8,3.1874754901018454,5,11.0,2.8284271247461903,5
1326732,2025-07-20,38,873,719,25,13.731497247128214,4.945967814548886,8.252973641584736,5.754704575806956,13.731497247128214,7.321686005868898,2.9815197659748724,1.3186493218249278,23,10.952231137827681,3.7813763606392383,7.459836010660164,5.590632796640889,10.952231137827681,11.74011372869638,4.062953506490919,2.8567145478140876,47,25.45342650029191,3,3,11.0,3.40587727318528,5,10.6,4.841487374764082,5
1379496,2025-07-20,36,677,684,39,14.321199718925675,4.222635541626769,8.004133165163095,5.721390932098251,14.321199718925675,13.220278834476712,4.887635081976836,3.302500925306902,40,12.646534101997906,3.9137600722013115,7.596316419351762,4.138185525240373,12.646534101997906,10.333363356445233,3.7668753169980516,2.5885718164510854,47,25.34877019223256,8,7,11.8,4.214261501141095,5,11.6,2.870540018881465,5
1324182,2025-07-20,104,3256,3254,23,12.773443850110521,4.594036522959449,7.638649822786629,6.7591794758242445,12.773443850110521,10.883500699793673,3.1549488804960477,2.40069813515343,23,12.285943194725046,4.19003147117364,8.927859027174053,5.05040142786373,12.285943194725046,12.347558034402024,2.711031644677595,3.892157782953652,23,23.69689908911362,15,15,12.2,4.308131845707604,5,13.8,3.54400902933387,5
1324184,2025-07-20,104,3261,3259,21,10.300498755856257,2.64240747889987,6.373517086652301,4.777298992306321,10.300498755856257,10.985192367152539,4.056799526050536,3.4910489347397897,23,13.442755219864651,4.29021996569397,8.447495118047337,5.10562756243237,13.442755219864651,10.373998304806387,2.408943834691968,3.983480045930902,23,23.69206652371233,15,15,8.6,1.624807680927192,5,16.8,3.867815921162743,5
1324188,2025-07-20,104,3262,3249,20,12.015543752222216,4.234780332876308,8.08830097276684,4.401347831864238,12.015543752222216,13.464643034875188,4.260701715318175,3.6122396085474295,23,8.874927245643184,2.579577304988754,6.4427203923320775,3.746319082868002,8.874927245643184,12.493310941180484,3.6299425144809185,4.271447650113821,23,23.673527260937522,15,15,13.6,1.8547236990991407,5,9.8,1.7204650534085253,5
1340832,2025-07-20,52,899,903,18,19.93273414023844,6.223220445644414,10.628420719951006,6.684525524274481,19.93273414023844,7.924658183650747,3.3736746500337556,1.6319197662781157,14,13.610658741659574,5.358798887838142,8.490265317718102,7.251702419106015,13.610658741659574,15.77170319906985,4.39439928963988,3.9103002780404648,11,25.799961921811818,29,8,19.0,4.560701700396552,5,17.2,5.74108003776293,5
1324189,2025-07-20,104,3243,3257,32,14.537559093661605,4.2547710043662645,8.403155305646013,4.770881531692052,14.537559093661605,11.063746778813154,2.826172172435447,3.173609004377248,23,11.462385341968716,4.161403564065823,7.705765389959578,4.995880884670002,11.462385341968716,11.794977193762506,3.422383498680239,3.4604737396328895,23,23.648402070273345,15,15,15.4,4.923413450036469,5,9.8,3.6,5
1324185,2025-07-20,104,3247,3258,32,11.224148333744738,3.251675206346091,6.115138917974317,5.213601170945281,11.224148333744738,13.646331062238346,4.984033707562398,3.6764026733393727,23,10.164334349551527,3.500603539990959,6.054516544542425,3.1742137132673216,10.164334349551527,13.750532300063274,4.410645037471232,3.7341864080276537,23,23.705135027230167,15,15,10.8,5.775811631277461,5,10.6,3.3823069050575527,5
1324190,2025-07-20,104,3251,3245,23,11.539409046677333,3.308069189219835,7.735092465968231,5.143317484564335,11.539409046677333,12.198179110883078,3.1522558763852695,3.310115609312998,23,11.558275821990547,3.3074586751171435,7.710653691739183,5.832075831511326,11.558275821990547,9.471738144495854,3.507301900532179,2.3739350762711755,23,23.761102403372337,15,15,9.2,1.9390719429665317,5,13.6,4.079215610874228,5
1324187,2025-07-20,104,3248,3260,31,14.305620442111644,3.970842384215177,8.989097214374421,5.005685289260851,14.305620442111644,12.032958897616668,3.4519724596915546,3.5772230569375387,23,12.845457386675111,4.050546177930801,8.953493899546254,6.25326549525452,12.845457386675111,9.698343792866458,3.078585668801883,2.759722593617736,23,23.756001486156844,15,15,15.0,4.0,5,13.0,3.3466401061363023,5
1341824,2025-07-20,65,968,969,21,12.344846742618026,3.597868858255266,7.677443031964209,5.0006423630901224,12.344846742618026,8.671816436967042,2.8246473670657126,2.3454911520507125,20,7.338719992701809,3.130146227171317,3.775144863327382,4.190409908715142,7.338719992701809,10.255869467489378,3.3426398742164327,2.0737551844893396,20,24.32391150547965,28,36,13.6,2.4166091947189146,5,8.4,2.5768197453450252,5
1379351,2025-07-20,20,448,449,20,13.238979815643042,4.363878536141231,8.631715895685756,4.81667592473121,13.238979815643042,14.28127561457581,5.736666157428176,3.337559542491627,32,9.25574828383981,3.532148750993696,7.126037964995465,4.376019403726375,9.25574828383981,15.440708723480396,5.944160417213602,3.9201923907428435,33,26.02281365499756,57,49,8.8,2.315167380558045,5,12.6,4.498888751680797,5
1342071,2025-07-20,21,467,465,30,13.88815148982625,4.82690440246144,8.878853691345393,5.947753699215909,13.88815148982625,13.282670740894366,4.956961131631586,3.6214926684919835,33,11.568432889615403,3.439940767666773,7.700244419130441,5.432866166301446,11.568432889615403,14.062855068463115,4.627938839113984,4.340631511132451,33,26.5188770836921,6,8,12.8,4.214261501141095,5,11.8,4.664761515876241,5
1342069,2025-07-20,21,464,471,17,14.395968857875125,4.223613739445716,9.17250742574312,4.652061470163237,14.395968857875125,12.507274546557996,3.614162646297166,4.112473695977537,33,11.587669968793607,2.672518112012276,7.991099724900964,5.960258530814541,11.587669968793607,10.663723323349089,3.160340841985343,3.6142952558568444,34,26.549803287079367,6,7,17.2,4.833218389437829,5,12.8,1.6,5
1342297,2025-07-20,110,3412,3396,38,17.232055524674834,6.2953611356166,9.452227738110844,4.754191842173834,17.232055524674834,13.666724721601584,5.624875863069921,2.731595657522725,14,10.229315744392174,3.5572689580962575,5.287381451047256,3.550075990829111,10.229315744392174,17.903868519492462,7.217908932723216,4.639478929296601,35,25.264212781694994,7,7,13.4,2.6532998322843198,5,12.0,3.521363372331802,5
1380385,2025-07-20,115,3463,3453,36,16.53868556371603,5.4305421379544905,9.78088349144025,6.896712687493565,16.53868556371603,11.704648311874731,2.7554310925070506,4.447925250615797,34,10.602326415917878,3.7361565384161346,6.084834961223527,3.723689402646792,10.602326415917878,14.638331257281724,4.324282620639048,4.3733669235551815,34,27.881926042238412,57,57,11.0,3.7416573867739413,5,12.2,1.9390719429665317,5
1341819,2025-07-20,65,460,960,24,14.712629795407844,5.726585688283182,10.416115349848848,5.250366599715558,14.712629795407844,8.664768022943408,3.2601617418060913,2.2894957604866364,30,11.599487646202762,3.7855510963808876,7.524987938968852,5.215900655196427,11.599487646202762,11.705069185854095,3.6596150934439273,2.9879303459399877,21,24.28230735612315,28,28,14.2,5.74108003776293,5,13.0,2.5298221281347035,5
1384657,2025-07-20,84,1120,2313,26,13.045959381098418,3.6515791198169105,7.5244527855088394,4.328967802268446,13.045959381098418,11.708124959811155,3.8185199871906224,3.246613805529005,34,8.928679137330679,2.5394292260942475,4.989686155145624,3.2360432800881327,8.928679137330679,12.916643033183343,4.412355996620556,2.528139777597734,34,25.3187467363911,56,57,11.2,2.7856776554368237,5,7.0,3.521363372331802,5
1379352,2025-07-20,20,447,442,23,9.778310245062816,3.8987301888682193,6.551257623066569,3.474868348689361,9.778310245062816,17.78829210386229,6.0813679033441606,5.182795489813967,32,11.460665258083354,3.976367535497909,7.654601669270254,5.049178642744965,11.460665258083354,11.825865012343732,4.506947458306438,3.238360133415237,32,25.842895388854803,57,56,8.6,1.7435595774162693,5,13.4,4.223742416388575,5
1351189,2025-07-20,30,573,596,19,17.073473736069896,6.031320034226524,10.296846278474147,6.108290823066976,17.073473736069896,8.535145153598478,3.2438759748555253,2.116118038518052,56,11.183723466151509,3.2747283397543754,6.498293841262074,4.397684978143295,11.183723466151509,12.96893105468323,4.014107108600981,3.649238093142823,46,26.289152243954774,8,4,14.6,3.7202150475476548,5,12.6,2.65329983228432,5
1342067,2025-07-20,21,459,462,31,19.354083866133557,6.030901418463639,11.466592326476015,7.193127933202525,19.354083866133557,8.878962673946392,2.5146593271745585,1.9110376894149683,34,13.850395088202443,5.124514916746063,8.821524973098137,4.920051338472586,13.850395088202443,16.257188363491583,3.9594415191068832,5.636885614039559,33,26.465710169728485,7,7,18.8,7.858753081755401,5,13.2,3.059411708155671,5
1342072,2025-07-20,21,468,463,31,11.493862537941508,3.6203373075984353,7.784148510937007,2.937484891618697,11.493862537941508,13.021190350716324,4.8475907655861725,3.9311133347568354,33,11.820679687004617,3.7588658711379646,6.55049898020862,3.8999906201814714,11.820679687004617,13.352133880425999,4.818933119304564,3.463307878669439,34,26.50528943763764,7,7,10.0,3.4641016151377544,5,10.4,5.083306010855534,5
1384655,2025-07-20,84,1112,1116,28,11.986925798734262,3.9302156200352787,7.249662181774465,5.571926969472849,11.986925798734262,13.249120211881962,4.282413500625876,4.211427375210967,43,11.666260572709641,5.012322035572572,7.691667881530908,4.59037949262296,11.666260572709641,14.5564706257275,4.023367963018084,5.03310906456079,31,25.325298273230224,56,70,10.4,4.758150901348128,5,15.6,4.586937976471886,5
1342295,2025-07-20,110,3401,3413,22,14.130659266700631,4.256874827890128,9.259970114762702,5.099780313026323,14.130659266700631,10.589432952963074,3.459664017406592,3.6764165671048326,33,9.060742631226484,3.0205292811930646,5.661220908631205,2.990758675945102,9.060742631226484,13.987888562593723,4.312397770717566,4.807719512548207,13,25.37936781766043,7,7,13.0,5.692099788303083,5,12.2,3.1874754901018454,5
1342293,2025-07-20,110,3406,3400,25,14.396128855005978,5.690538550352484,9.393989757715529,3.756691654963392,14.396128855005978,11.913216360122954,3.540086459948562,3.588948390691704,32,9.047585344276458,3.3549698377161548,5.995741749162797,4.478881732781819,9.047585344276458,14.957474026613262,5.258865998067306,3.011638720731471,33,25.349085896313085,8,7,10.2,4.578209256903839,5,9.2,3.059411708155671,5
1342758,2025-07-20,22,489,483,33,15.0,7.000000000000001,8.0,7.000000000000001,15.0,16.0,8.0,4.0,3,14.069624244530402,5.702239888367775,8.67241271517797,7.043092863636671,14.069624244530402,8.589522780200703,2.2784969781216105,3.8740172013860605,4,23.230757718367027,14,15,10.666666666666666,3.681787005729087,3,13.5,1.5,4
1385767,2025-07-20,26,551,564,29,13.957249351320595,4.4225954172670585,6.758082825302921,4.71490423172575,13.957249351320595,12.096296996724798,4.084289656329097,3.5846532653133867,40,10.833107430602528,3.0151415860481263,7.091810218558179,4.0787062768280276,10.833107430602528,12.752738700000187,3.3616110877220113,4.204496811684166,40,25.115715766843497,6,7,11.4,3.261901286060018,5,13.4,3.0724582991474434,5
1388010,2025-07-20,25,532,537,23,9.662298824868401,3.8388670341959323,3.9857176524226796,4.329992891789743,9.662298824868401,9.205498022828378,2.877177045153067,1.3232017444506492,12,7.199360953145328,2.827044727980197,4.0908448796350525,4.443588247899946,7.199360953145328,11.702267282564646,4.417998500451937,3.9206501886442866,16,22.846198526314318,56,56,9.0,3.7416573867739413,5,9.6,7.939773296511683,5
1391875,2025-07-20,112,3420,3436,26,15.012583415187608,5.436246512617079,9.558142070380653,7.580286876315607,15.012583415187608,10.22288981355394,3.4566840911249703,2.3618937319543942,41,11.48262302242485,3.9730546973934673,5.131123883682379,3.620427182120923,11.48262302242485,11.362736430841194,5.270352644021295,1.4509890927231277,18,25.13868655088602,7,7,13.2,2.6381811916545836,5,15.6,6.343500610861483,5
1339130,2025-07-20,41,746,748,20,14.545716391996947,4.864750318717072,8.172954394288793,4.3072355081990805,14.545716391996947,15.560065635481072,5.486584935189726,3.372867036438124,30,10.043293290778145,3.645179025064901,6.167190370838005,4.441479461104485,10.043293290778145,10.09760600551132,3.6906263003396345,2.2367654777145813,31,25.786715785903688,28,14,11.8,4.664761515876241,5,13.0,3.03315017762062,5
1342290,2025-07-20,110,3410,3397,24,11.258941012050904,3.6018678697265183,7.582758770611573,3.870541861967382,11.258941012050904,14.587344711837426,5.15069167950504,3.68830758856919,31,11.245858592972548,3.484737081730326,7.294799027328482,4.781032807385287,11.245858592972548,14.12352832309942,4.276128709085225,4.046319464091025,33,25.345985580308575,7,4,12.2,2.481934729198171,5,12.4,2.5768197453450252,5
1374080,2025-07-20,34,649,661,15,11.207499484159644,3.3092918275833374,5.886228212502646,2.9610711953823974,11.207499484159644,12.276512481691706,4.497595626004642,2.5045338742791774,40,8.648847083783002,3.1846872884850033,5.008530567697294,3.567921648788367,8.648847083783002,14.476425453354857,4.61702777879351,3.2605519742585263,41,23.41333129638481,8,7,9.6,5.388877434122992,5,10.0,3.03315017762062,5
1379354,2025-07-20,20,451,446,21,16.95123140624961,5.907580115076704,10.959965992848304,6.47921361190493,16.95123140624961,9.16584832694209,2.9146897182765246,2.1777577676199926,36,14.124999751425921,5.7660591165439765,8.715174557547416,5.352583001537869,14.124999751425921,12.942751759470644,3.97369692435085,2.74009148059384,33,25.833691209938355,56,49,15.6,4.586937976471886,5,14.6,2.8000000000000003,5
1384893,2025-07-20,24,514,521,25,9.656971042876087,3.364065687906911,6.783270637597325,4.390670472205884,9.656971042876087,15.717894312973547,5.809500790585722,3.8036867440644335,37,13.526354675369221,4.951565881760994,9.277450014560621,5.094809326108889,13.526354675369221,11.623388828430407,3.550786866143438,3.546153249576807,36,24.793097335476176,57,57,9.0,3.687817782917155,5,13.6,1.7435595774162693,5
1384896,2025-07-20,24,520,517,18,13.573216614647457,4.674540150621803,7.434491842063505,5.525611250626654,13.573216614647457,10.27096840117163,4.168626449241438,2.270885751534049,46,12.296079087765193,4.240464797835034,7.440859426297217,4.743917594655718,12.296079087765193,12.065103839708868,4.656965786692924,2.589973311665919,37,24.71270112394634,56,57,9.0,2.8284271247461903,5,11.6,3.2619012860600183,5
1384898,2025-07-20,24,509,511,26,11.531192795477681,5.369137973999793,7.2644589300427365,3.405266892856947,11.531192795477681,10.404255813564962,3.3026122939983518,2.4356540533673763,36,10.049348311668103,4.745601348330419,6.403983960374822,2.3406991702494033,10.049348311668103,13.363095029037753,4.107464996069301,3.2272783555638416,36,24.650430301795478,58,56,11.2,4.791659420284375,5,11.6,2.65329983228432,5
1379497,2025-07-20,36,686,688,18,12.98279143901902,4.202651321316199,8.203289555702161,5.328535574838365,12.98279143901902,10.812568349937608,3.2813538093609607,2.562359973194424,43,14.872843763337432,5.086228436999891,7.581101682020386,5.55957160066157,14.872843763337432,13.418890358598205,5.470244353173037,3.008280762304339,44,25.45617960388926,7,7,9.0,3.286335345030997,5,17.0,6.356099432828281,5
1338461,2025-07-20,39,730,735,24,14.865204477352115,5.183841449728854,8.237090677793026,4.888460898332467,14.865204477352115,10.834067983162255,3.9617915116286477,2.9078357089292046,35,11.17873787603148,3.710232989244001,5.997040618082289,4.133830911346033,11.17873787603148,12.30494685676293,4.554695998996551,2.5631236922122507,35,24.42830919211681,7,8,11.8,2.039607805437114,5,12.4,5.571355310873648,5
1384656,2025-07-20,84,2317,2311,22,20.240437739563315,8.05803014773907,14.312759308760135,7.235998776883841,20.240437739563315,7.090336606802153,2.2805318711172777,2.0996494076635437,45,12.618959639297396,4.580105547694932,7.272211909522386,4.650503470532738,12.618959639297396,14.557153286766093,4.906549584281642,4.142063907755885,33,25.350775569819593,57,56,21.0,3.794733192202055,5,15.2,4.833218389437829,5
1391876,2025-07-20,112,3435,3426,21,10.047075260855218,2.8442011509188863,5.262323681723636,3.308167729809267,10.047075260855218,10.029924589360402,3.5414646954498905,1.912091904419268,18,10.164083964120827,3.416219254142716,5.669459735964301,3.565993426739006,10.164083964120827,13.808608616425053,4.156258594845434,3.268117196861277,42,25.144754763393582,7,7,12.2,2.315167380558045,5,14.0,2.8284271247461903,5
1380390,2025-07-20,115,3455,3456,21,16.07930571371949,4.666431509099255,11.609383725544543,5.773983925494725,16.07930571371949,10.839244116258156,2.9852213263241647,2.68541908251425,33,13.206605115083818,4.561097443516159,9.054896626144725,5.3896694084938215,13.206605115083818,13.502367422424419,4.809167433691013,3.5448773483829434,34,27.936874711766844,57,57,12.4,4.800000000000001,5,14.2,3.54400902933387,5
1385771,2025-07-20,26,558,561,39,14.87114227323158,4.9390604728115095,9.055723301146474,5.801805955001923,14.87114227323158,12.137076306787378,4.601879471846826,2.95384093793261,41,13.620732690404258,4.761241894359871,7.973628555191377,4.353777039096146,13.620732690404258,10.48439343378747,3.843792223408593,2.624329603346526,40,25.148411547676805,9,7,11.2,3.1874754901018454,5,13.6,4.841487374764082,5
1351188,2025-07-20,30,589,576,22,14.876547158746842,5.291456746719733,8.79296309853672,6.6786152243639325,14.876547158746842,11.158178829740335,3.388669403977552,2.4152171067477157,60,8.538585453283098,2.929374141790555,4.7207864646655215,2.8767877087725497,8.538585453283098,16.842807921703564,7.004402705486628,3.697941449231839,49,26.23826336043878,3,6,13.6,3.7202150475476548,5,7.8,3.54400902933387,5
1351190,2025-07-20,30,591,578,24,13.20655163895083,4.238444890259492,7.755802536534958,5.807836511766397,13.20655163895083,11.757937415234263,4.128255299285764,2.721738319174556,51,11.739745641905593,4.051747154991719,7.253751852395625,4.926426316685113,11.739745641905593,15.26671755616035,4.798392563288719,4.303547446173057,53,26.208879262078312,3,3,9.8,3.059411708155671,5,10.2,4.261455150532504,5
1353426,2025-07-20,31,608,600,21,12.631074688123986,3.8714334011192104,7.409676716683573,5.2715463087593,12.631074688123986,12.32976502403533,3.368264026567069,4.099315987442338,45,10.269164652814299,3.393864956788071,5.530599466399412,4.044905506768912,10.269164652814299,15.162571209352858,4.103758865339761,3.6971354810776886,45,26.12557733650717,5,14,10.6,1.8547236990991407,5,13.6,4.758150901348127,5
1339132,2025-07-20,41,738,750,19,14.46256187667251,3.6756973438568465,8.942102140464913,4.8266162446004985,14.46256187667251,10.817447778729274,3.8811161700101517,2.5737484463042697,33,15.072474617892391,4.380649606257979,8.099124708270205,5.290719536981615,15.072474617892391,11.30606518130034,3.299716737860547,2.811301598245015,37,25.728042881161425,28,3,15.0,2.8284271247461903,5,15.6,4.923413450036469,5
1378285,2025-07-20,55,934,927,26,16.0,5.0,9.0,5.0,16.0,8.0,4.0,0.0,6,10.968661813603719,3.0371938420125466,5.8504913354021895,3.200702055364959,10.968661813603719,15.838345638109985,5.964661438406703,3.5203334014815972,40,26.55574305950422,6,3,14.6,3.6110940170535577,5,10.2,5.3814496188294845,5
1374084,2025-07-20,34,654,644,22,13.532774686119053,4.858632703725881,9.016632476415575,3.9464786596611203,13.532774686119053,8.794766882559118,3.2054384588680356,2.100041288837665,40,13.66454954452951,4.017627475173771,7.640959553344272,6.132358796705194,13.66454954452951,10.603231876045797,3.8536341222716555,2.216434063980356,41,23.37269306231738,5,7,12.2,2.993325909419153,5,13.4,2.0591260281974,5
1374079,2025-07-20,34,642,667,29,13.689121772905345,4.398422731874517,8.244995896615468,5.385374400242119,13.689121772905345,9.640513935030837,3.272840446306639,2.4988817254976197,39,9.193143065433974,2.4912421355448586,4.450290274393614,3.3650894271560023,9.193143065433974,12.777944218678842,4.43088273151937,3.5738627951373068,39,23.366094526355283,7,6,11.8,2.6381811916545836,5,10.2,2.6381811916545836,5
1392361,2025-07-20,32,637,623,16,10.869091031933616,3.3373141595453855,5.678253808422532,5.039338150938472,10.869091031933616,12.004827838276958,3.639859108321184,3.3926801985860044,39,9.040464808179573,3.0471900278103154,4.629140761413673,3.484567348965843,9.040464808179573,14.860307935002186,4.3469488235322356,3.2651143479107594,39,24.55720301743088,8,7,11.0,1.0954451150103321,5,10.0,3.847076812334269,5
1351185,2025-07-20,30,592,582,24,17.787913463672698,6.000989795835907,10.505224089988284,6.539055011000333,17.787913463672698,8.242023173039776,2.702048968889948,2.557094585492839,54,14.240513018253209,4.444821782057823,7.587852340138459,5.271076325341077,14.240513018253209,14.478449545675957,4.502903190652123,3.352330211667159,70,26.193670431890254,4,2,17.4,2.727636339397171,5,10.4,2.727636339397171,5
1351192,2025-07-20,30,593,590,25,14.345502476119691,4.564738999847222,8.393477339083406,6.862095324076074,14.345502476119691,11.92323860311782,3.9351629643409427,2.785862704509261,42,12.36755152641561,4.2188309225268,7.532050806256149,4.104190632952295,12.36755152641561,13.185362837611608,4.067354309763407,3.8358183960358527,61,26.178669604718365,6,3,13.0,4.33589667773576,5,17.4,4.029888335921977,5
1338462,2025-07-20,39,727,722,22,12.275187012836597,4.071063371025517,6.840698211165765,6.316924293995596,12.275187012836597,8.934761690570465,2.864346996918206,2.1523965396122158,34,12.66207805758392,3.7396593815732873,6.856886620637608,4.524824083618705,12.66207805758392,14.103914643970114,5.003863687676327,2.8524644479055032,42,24.425035160336762,8,7,11.2,5.344155686354955,5,10.4,3.4409301068170506,5
